EVENT_ID,THREAD_ID,NESTING_EVENT_ID,FLAGS,SPINS,SOURCE,TIMER_END,OPERATION,EVENT_NAME,TIMER_WAIT,OBJECT_TYPE,OBJECT_NAME,TIMER_START,OBJECT_SCHEMA,NUMBER_OF_BYTES,OBJECT_INSTANCE_BEGIN

